Orden,Sitios,Gobierno_local,codigo,Fecha,Mes,Año,Año-mes,Campaña-Año,Campaña,Tem_agua,Tem_aire,OD,pH,Turbiedad_NTU,Olores,Color,Espumas,Mat_susp,colif_totales_ufc_100ml,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,Nitrato_mg_l,NH4_mg_l,P_de_ortof_mg_l,P_total_l_mg_l,DQO_mg_l,DBO_mg_l,Fosf_ortofos_mg_l,solidos_totales_mg_l,Hidr_Deriv_Petr_ug_l,Cr_total_mg_l,Cd_total_mg_l,Microcistina_ug_l,Clorofila_a_ug_l,ICA,Calidad_de_agua
9,ARROYO ABRA VIEJA Y ARROYO STA ROSA,Tigre,TI009,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,10,8,64,ausencia,ausencia,ausencia,ausencia,350,0,200,50,3,0,0,0,44,10,0,,49,5,1,0.5,10,75,Muy deteriorada
1,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,10,8,52,ausencia,ausencia,ausencia,ausencia,200,0,200,20,3,0,0,1,55,8,0,,49,5,1,0.5,10,61,Extremadamente deteriorada
9,ARROYO ABRA VIEJA Y ARROYO STA ROSA,Tigre,TI009,24/02/2021,2,2021,02-2021,01-2021,verano,25,28,4,7,50,ausencia,ausencia,ausencia,ausencia,1900,0,360,150,3,0,0,1,30,2,0,,100,5,0.001,0.15,9,49,Muy deteriorada
8,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,24/02/2021,2,2021,02-2021,01-2021,verano,27,28,6,7,80,ausencia,ausencia,ausencia,ausencia,2000,0,440,200,3,0,0,1,30,2,0,,100,5,0.001,0.15,1,49,Muy deteriorada
9,ARROYO ABRA VIEJA Y ARROYO STA ROSA,Tigre,TI009,31/10/2022,10,2022,10-2022,04-2022,primavera,19,12,7,8,35,ausencia,ausencia,ausencia,ausencia,1060,0,850,620,3,0,0,0,30,,0,,100,6,0.001,0.15,1,50,Muy deteriorada
8,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,19/05/2021,5,2021,05-2021,02-2021,otoño,15,12,9,7,30,ausencia,ausencia,ausencia,ausencia,0,0,0,,3,0,0,0,2,4,0,,160,100,0.005,10,0,75,Deteriorada
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,19/05/2021,5,2021,05-2021,02-2021,otoño,11,15,13,9,43,ausencia,ausencia,ausencia,ausencia,5000,0,800,600,3,0,0,1,11,3,1,,80,100,0.005,10,0,44,Extremadamente deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,21/03/2018,3,2018,03-2018,01-2018,verano,25,0,4,6,290,no perceptible,ausencia,ausencia,ausencia,1500,0,720,10,3,0,1,1,39,11,0,,129,0.01,5,0.5,1557,41,Muy deteriorada
42,Berisso - La Balandra,Berisso,BS093,27/10/2021,10,2021,10-2021,04-2021,primavera,11,19,8,8,50,ausencia,presencia,ausencia,presencia,3600,0,170,2,4,0,0,0,58,3,0,,100,0.005,0.001,0.2,8366,49,Muy deteriorada
41,Berisso - La Municipal,Berisso,BS094,27/10/2021,10,2021,10-2021,04-2021,primavera,11,19,8,8,70,ausencia,ausencia,ausencia,ausencia,110,0,290,15,4,0,0,0,57,3,0,,100,0.005,0.001,0.2,4153,62,Muy deteriorada
9,ARROYO ABRA VIEJA Y ARROYO STA ROSA,Tigre,TI009,27/10/2021,10,2021,10-2021,04-2021,primavera,24,32,6,7,33,ausencia,ausencia,ausencia,ausencia,5000,0,2000,40,4,0,0,0,34,2,0,,100,0.005,0.001,0.2,237,49,Muy deteriorada
40,Berisso - La Municipal,Berisso,BS094,25/08/2021,8,2021,08-2021,03-2021,invierno,8,10,10,8,29,ausencia,ausencia,ausencia,ausencia,15000,0,1500,1000,4,0,0,1,30,7,0,,100,0.005,0.001,0.2,0,41,Extremadamente deteriorada
8,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,04/05/2022,5,2022,05-2022,02-2022,otoño,18,13,8,7,50,ausencia,ausencia,ausencia,ausencia,2500,0,300,50,4,0,0,0,60,2,0,,0,0.005,0.001,0.15,10,58,Muy deteriorada
8,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,23/08/2022,8,2022,08-2022,03-2022,invierno,16,17,9,7,23,ausencia,ausencia,ausencia,ausencia,560,0,930,730,4,0,0,0,30,2,0,,0,0.005,0.001,0.15,10,53,Muy deteriorada
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,23/02/2022,2,2022,02-2022,01-2022,verano,23,20,8,8,45,ausencia,ausencia,ausencia,ausencia,3000,0,100,450,4,0,0,0,29,12,0,,100,0.005,0.001,0.2,164.9,48,Muy deteriorada
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,23/02/2022,2,2022,02-2022,01-2022,verano,26,23,10,9,85,ausencia,ausencia,ausencia,ausencia,1100,0,300,1500,4,0,0,1,135,7,1,,100,0.005,0.001,1,414.8,40,Extremadamente deteriorada
41,Berisso - La Balandra,Berisso,BS093,16/05/2018,5,2018,05-2018,02-2018,otoño,11,0,9,8,46,ausencia,,ausencia,ausencia,600,0,400,10,4,0,0,0,41,16,0,,50,0.006,0.002,0.5,10,65,Muy deteriorada
11,ESPIGON LA FAROLA,San Isidro,SI021,7/11/2018,11,2018,11-2018,04-2018,primavera,23,0,9,8,54,ausencia,ausencia,ausencia,ausencia,1400,0,400,100,4,0,0,1,25,15,0,,50,0.006,0.002,0.5,10,51,Extremadamente deteriorada
15,Reserva Barrio El Ceibo,Vicente Lopez,VL033,7/11/2018,11,2018,11-2018,04-2018,primavera,22,0,8,7,35,ausencia,ausencia,ausencia,presencia,4600,0,3400,350,4,0,0,4,28,17,0,,50,0.006,0.002,0.5,10,41,Muy deteriorada
11,ESPIGON LA FAROLA,San Isidro,SI021,06/02/2019,2,2019,02-2019,01-2019,verano,28,6,0,5,50,ausencia,ausencia,ausencia,ausencia,1800,0,300,10,4,0,0,0,27,8,0,,49,0.006,0.002,0.5,10,66,Deteriorada
41,Berisso - La Balandra,Berisso,BS093,06/02/2019,2,2019,02-2019,01-2019,verano,20,7,0,8,36,ausencia,ausencia,ausencia,ausencia,1000,0,950,850,4,0,0,0,57,7,0,,49,0.006,0.002,0.5,10,57,Muy deteriorada
40,Berisso - La Municipal,Berisso,BS094,06/02/2019,2,2019,02-2019,01-2019,verano,20,6,0,8,86,ausencia,ausencia,ausencia,ausencia,350,0,150,200,4,0,2,2,66,12,0,,49,0.006,0.002,0.5,10,50,Muy deteriorada
41,Berisso - La Balandra,Berisso,BS093,15/05/2019,5,2019,05-2019,02-2019,otoño,10,8,0,8,41,ausencia,ausencia,ausencia,ausencia,250,0,250,10,4,0,0,1,59,12,0,,50,0.006,0.002,0.5,10,69,Deteriorada
1,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,28/05/2019,5,2019,05-2019,02-2019,otoño,16,6,0,7,74,ausencia,ausencia,ausencia,presencia,300,0,300,30,4,0,0,1,21,4,0,,150,0.006,0.002,0.5,10,53,Muy deteriorada
9,ARROYO ABRA VIEJA Y ARROYO STA ROSA,Tigre,TI009,07/08/2019,8,2019,08-2019,03-2019,invierno,14,10,0,8,98,ausencia,ausencia,ausencia,ausencia,400,0,100,200,4,0,0,0,59,4,0,,50,0.006,0.002,0.5,10,77,Deteriorada
1,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,07/08/2019,8,2019,08-2019,03-2019,invierno,14,9,0,8,96,ausencia,ausencia,ausencia,ausencia,100,0,100,300,4,0,0,0,46,2,0,,50,0.006,0.002,0.5,10,77,Deteriorada
8,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,07/08/2019,8,2019,08-2019,03-2019,invierno,14,10,0,8,100,ausencia,ausencia,ausencia,ausencia,600,0,600,30,4,0,0,1,48,3,0,,50,0.006,0.002,0.5,10,60,Muy deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,07/08/2019,8,2019,08-2019,03-2019,invierno,14,9,0,8,99,ausencia,ausencia,ausencia,ausencia,800,0,400,200,4,0,0,1,37,2,0,,125,0.006,0.002,0.5,10,55,Muy deteriorada
3,CANAL ALIVIADOR 100 MTS R LUJAN,Tigre,TI002,07/08/2019,8,2019,08-2019,03-2019,invierno,14,9,0,8,91,ausencia,ausencia,ausencia,ausencia,15200,0,8300,3450,4,0,0,2,51,3,0,,50,0.006,0.002,0.5,10,43,Extremadamente deteriorada
27,CALLE ESPORA,Quilmes,QU061,19/02/2020,2,2020,02-2020,01-2020,verano,19,25,9,7,110,ausencia,ausencia,ausencia,ausencia,0,0,50,,4,0,0,0,0,8,0,,50,0.006,0.002,0,10,83,Levemente deteriorada
28,NAUTICO,Quilmes,QU062,19/02/2020,2,2020,02-2020,01-2020,verano,19,25,8,7,100,ausencia,ausencia,ausencia,ausencia,0,0,49,,4,0,0,0,0,10,0,,110,0.006,0.002,0,10,81,Levemente deteriorada
41,Berisso - La Balandra,Berisso,BS093,23/02/2020,2,2020,02-2020,01-2020,verano,0,19,8,8,85,ausencia,ausencia,ausencia,ausencia,0,0,600,,4,0,0,0,0,5,0,,74,0.006,0.002,0,10,70,Deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,24/02/2021,2,2021,02-2021,01-2021,verano,26,26,4,7,31,ausencia,presencia,ausencia,ausencia,0,0,0,,4,0,0,1,30,4,0,,100,5,0.001,0.15,5,49,Muy deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,24/02/2021,2,2021,02-2021,01-2021,verano,25,0,5,7,45,ausencia,ausencia,ausencia,ausencia,2000,0,1320,450,4,0,0,1,30,2,0,,100,5,0.001,0.15,0,45,Muy deteriorada
33,Boca Cerrada (Res.Nat. Punta Lara),Boca Cerrada (Res.Nat. Punta Lara),EN-extra,04/05/2022,5,2022,05-2022,02-2022,otoño,0,8,0,0,90,ausencia,ausencia,ausencia,ausencia,1800,0,400,50,4,0,0,1,72,9,1,,0,6,0.001,0.15,10,51,Muy deteriorada
3,CANAL ALIVIADOR 100 MTS R LUJAN,Tigre,TI002,04/05/2022,5,2022,05-2022,02-2022,otoño,19,16,5,7,65,ausencia,ausencia,ausencia,ausencia,40000,0,10000,110,4,0,0,0,49,2,0,,0,6,0.001,0.15,10,42,Extremadamente deteriorada
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,19/05/2021,5,2021,05-2021,02-2021,otoño,13,18,15,10,40,ausencia,ausencia,ausencia,ausencia,20000,0,1000,500,4,0,0,0,10,3,0,,65,100,0.005,10,0,42,Extremadamente deteriorada
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,24/02/2021,2,2021,02-2021,01-2021,verano,0,29,13,9,75,presencia,ausencia,ausencia,presencia,6000,0,5000,185,4,0,0,1,59,,1,,100,8.6,0.001,0.15,53,33,Extremadamente deteriorada
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,24/02/2021,2,2021,02-2021,01-2021,verano,24,26,9,8,50,ausencia,ausencia,ausencia,ausencia,2250,0,500,185,4,0,0,1,50,6,1,,100,7.8,0.001,0.15,61,51,Muy deteriorada
24,ARROYO SARANDI,Avellaneda,AV052,21/03/2018,3,2018,03-2018,01-2018,verano,25,0,4,6,162,no perceptible,ausencia,ausencia,ausencia,1460,0,580,10,4,0,1,1,10,5,0,,50,0.01,5,0.5,2274,45,Muy deteriorada
21,RESERVA ECOLOGICA -PLAYITA,CABA,CA047,27/10/2021,10,2021,10-2021,04-2021,primavera,24,0,8,8,10,ausencia,ausencia,ausencia,ausencia,3000,0,230,240,5,0,0,0,38,5,0,,100,0.005,0.001,0.2,59,52,Muy deteriorada
28,NAUTICO,Quilmes,QU062,25/08/2021,8,2021,08-2021,03-2021,invierno,14,7,9,8,30,ausencia,ausencia,ausencia,ausencia,2000,0,100,10,5,0,0,0,30,7,0,,100,0.005,0.001,0.2,0,64,Muy deteriorada
17,Costa y Melo,Vicente Lopez,VL031,25/08/2021,8,2021,08-2021,03-2021,invierno,14,11,9,8,16,ausencia,ausencia,ausencia,ausencia,20000,0,7000,800,5,0,0,0,30,5,0,,100,0.005,0.001,0.2,0,43,Extremadamente deteriorada
17,Costa y Melo,Vicente Lopez,VL031,27/10/2021,10,2021,10-2021,04-2021,primavera,22,24,7,7,9,ausencia,ausencia,ausencia,ausencia,8000,0,3000,300,5,0,0,0,30,2,0,,100,0.005,0.001,0.2,0,46,Muy deteriorada
41,Berisso - La Municipal,Berisso,BS094,23/08/2022,8,2022,08-2022,03-2022,invierno,10,12,0,9,37,ausencia,ausencia,ausencia,ausencia,400,0,200,30,5,0,0,0,33,5,1,,100,0.005,0.001,0.57,6410,41,Extremadamente deteriorada
4,RIO CARAPACHAY Y ARROYO GALLO,Tigre,TI003,04/05/2022,5,2022,05-2022,02-2022,otoño,18,16,6,7,80,ausencia,presencia,ausencia,ausencia,60000,0,2000,380,5,0,0,0,39,3,0,,0,0.005,0.001,0.15,10,40,Extremadamente deteriorada
34,CAMPING EVA PERON,Ensenada,EN081,23/02/2022,2,2022,02-2022,01-2022,verano,23,27,10,9,65,presencia,presencia,presencia,presencia,1200,0,100,40,5,0,0,0,29,5,0,,100,0.005,0.001,0.2,77.2,42,Extremadamente deteriorada
31,Berazategui - Puerto Trinidad (BZ 077),Berazategui,BZ077,7/11/2018,11,2018,11-2018,04-2018,primavera,22,0,9,9,70,ausencia,ausencia,ausencia,presencia,1200,0,1200,500,5,0,0,1,15,4,0,,50,0.006,0.002,0.5,24,49,Muy deteriorada
11,ESPIGON LA FAROLA,San Isidro,SI021,16/05/2018,5,2018,05-2018,02-2018,otoño,18,0,7,7,60,,,,ausencia,1400,0,500,10,5,0,0,0,34,10,0,,93,0.006,0.002,0.5,10,62,Muy deteriorada
4,RIO CARAPACHAY Y ARROYO GALLO,Tigre,TI003,16/05/2018,5,2018,05-2018,02-2018,otoño,19,0,6,8,53,,,,,2200,0,800,20,5,0,0,0,34,10,0,,200,0.006,0.002,0.5,10,55,Muy deteriorada
8,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,29/10/2018,10,2018,10-2018,04-2018,primavera,22,0,8,7,72,ausencia,ausencia,ausencia,ausencia,1000,0,49,90,5,0,1,2,19,8,0,,50,0.006,0.002,0.5,10,52,Deteriorada
16,Puerto de Olivos Espigón,Vicente Lopez,VL032,7/11/2018,11,2018,11-2018,04-2018,primavera,22,0,8,7,56,ausencia,ausencia,ausencia,presencia,3600,0,1800,200,5,0,0,1,35,16,0,,50,0.006,0.002,0.5,10,46,Extremadamente deteriorada
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,7/11/2018,11,2018,11-2018,04-2018,primavera,23,0,7,8,49,ausencia,ausencia,ausencia,ausencia,1800,0,1300,500,5,0,0,4,37,18,0,,50,0.006,0.002,0.5,10,44,Muy deteriorada
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,13/02/2019,2,2019,02-2019,01-2019,verano,22,8,0,8,31,ausencia,ausencia,ausencia,ausencia,4000,0,1900,1300,5,0,0,1,47,22,0,,49,0.006,0.002,0.5,23,46,Muy deteriorada
33,CAMPING EVA PERON,Ensenada,EN081,06/02/2019,2,2019,02-2019,01-2019,verano,25,7,0,8,41,ausencia,ausencia,ausencia,ausencia,800,0,450,50,5,0,0,1,37,4,0,,49,0.006,0.002,0.5,11,62,Muy deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,06/02/2019,2,2019,02-2019,01-2019,verano,26,4,0,7,42,ausencia,ausencia,ausencia,ausencia,300,0,60,10,5,0,0,0,46,8,0,,49,0.006,0.002,0.5,10,70,Deteriorada
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,06/02/2019,2,2019,02-2019,01-2019,verano,29,7,0,7,64,ausencia,ausencia,ausencia,ausencia,1200,0,900,10,5,0,0,1,32,6,0,,49,0.006,0.002,0.5,10,61,Muy deteriorada
13,Playa Espigón de Pacheco,San Isidro,SI024,4/11/2020,11,2020,11-2020,04-2020,primavera,20,20,0,0,100,ausencia,ausencia,ausencia,ausencia,0,0,14400,,5,0,0,1,0,8,0,,75,0.006,0.002,0,10,45,Muy deteriorada
19,MIRADOR TOMA DE AGUA,CABA,CA044,31/10/2018,10,2018,10-2018,04-2018,primavera,21,0,9,8,241,,,,,18000,0,11000,4800,5,0,0,62,43,5,0,,,0.02,0.002,0.5,10,37,Extremadamente deteriorada
18,Parque de los Niños,CABA,CA041,31/10/2018,10,2018,10-2018,04-2018,primavera,22,0,7,7,251,,,,,64000,0,23000,9700,5,0,0,0,45,5,0,,,0.02,0.002,0.5,10,36,Extremadamente deteriorada
40,Berisso - La Municipal,Berisso,BS094,15/08/2018,8,2018,08-2018,03-2018,invierno,11,0,11,9,63,ausencia,ausencia,ausencia,ausencia,400,0,200,40,5,0,0,0,60,16,0,,53,5,1,0.5,10,59,Extremadamente deteriorada
42,Berisso - La Balandra,Berisso,BS093,31/10/2022,10,2022,10-2022,04-2022,primavera,10,12,0,0,70,ausencia,ausencia,ausencia,presencia,900,0,600,480,5,0,0,0,30,,0,,100,5,0.001,0.15,48,34,Extremadamente deteriorada
34,CAMPING EVA PERON,Ensenada,EN081,04/05/2022,5,2022,05-2022,02-2022,otoño,14,8,13,10,90,ausencia,ausencia,ausencia,ausencia,1600,0,50,10,5,0,0,0,74,5,0,,0,7,0.001,0.15,10,59,Muy deteriorada
15,Reserva Barrio El Ceibo,Vicente Lopez,VL033,25/08/2021,8,2021,08-2021,03-2021,invierno,14,11,9,8,19,ausencia,ausencia,ausencia,ausencia,5000,0,400,100,5,0,0,0,30,5,0,,100,52,0.001,0.2,0,54,Muy deteriorada
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,27/10/2021,10,2021,10-2021,04-2021,primavera,26,26,12,9,50,ausencia,ausencia,ausencia,ausencia,190000,0,20000,500,5,0,0,0,0,13,0,,100,57,0.001,0.2,84016,33,Extremadamente deteriorada
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,21/03/2018,3,2018,03-2018,01-2018,verano,25,0,4,7,233,no perceptible,ausencia,ausencia,ausencia,1780,0,1250,110,5,0,1,1,10,5,0,,50,0.01,5,0.5,6818,40,Extremadamente deteriorada
8,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,21/03/2018,3,2018,03-2018,01-2018,verano,21,0,8,8,276,,,,,1700,0,1480,80,5,0,1,1,10,5,0,,50,0.01,5,0.5,526,46,Muy deteriorada
1,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,21/03/2018,3,2018,03-2018,01-2018,verano,23,0,8,8,501,,,,,2250,0,290,10,5,0,1,1,36,13,0,,8610,0.01,5,0.5,194,36,Extremadamente deteriorada
26,ARROYO SANTO DOMINGO,Avellaneda,AV053,21/03/2018,3,2018,03-2018,01-2018,verano,25,0,4,7,98,,,,,2130,0,1680,140,5,0,1,1,10,5,0,,50,0.01,5,0.5,50,50,
25,COSTA DE VILLA DOMINICO,Avellaneda,AV055,21/03/2018,3,2018,03-2018,01-2018,verano,25,0,4,7,201,no perceptible,ausencia,ausencia,ausencia,2310,0,1780,200,5,0,1,1,10,5,0,,127,0.01,5,0.5,50,48,Muy deteriorada
16,Puerto de Olivos Espigón,Vicente Lopez,VL032,25/08/2021,8,2021,08-2021,03-2021,invierno,14,11,9,8,24,ausencia,ausencia,ausencia,ausencia,20000,0,3000,900,6,0,0,0,30,4,0,,100,0.005,0.001,0.2,0,44,Extremadamente deteriorada
13,Playa Espigón de Pacheco,San Isidro,SI024,27/10/2021,10,2021,10-2021,04-2021,primavera,28,32,7,8,8,ausencia,ausencia,ausencia,ausencia,4000,0,300,30,6,0,0,0,42,2,0,,100,0.005,0.001,0.2,0,54,Muy deteriorada
34,CAMPING EVA PERON,Ensenada,EN081,31/10/2022,10,2022,10-2022,04-2022,primavera,16,7,11,9,31,ausencia,ausencia,ausencia,ausencia,210,0,80,90,6,0,0,0,33,,0,,100,0.005,0.001,0.19,36.5,38,Extremadamente deteriorada
35,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,31/10/2022,10,2022,10-2022,04-2022,primavera,17,6,8,8,26,ausencia,ausencia,ausencia,ausencia,95,0,35,50,6,0,0,0,46,,0,,100,0.005,0.001,0.15,29.4,41,Extremadamente deteriorada
37,PREFECTURA ISLA SANTIAGO,Ensenada,EN084,31/10/2022,10,2022,10-2022,04-2022,primavera,17,5,9,8,39,ausencia,ausencia,ausencia,ausencia,130,0,30,45,6,0,0,0,30,,0,,100,0.005,0.001,0.15,0.6,54,Muy deteriorada
41,Berisso - La Municipal,Berisso,BS094,04/05/2022,5,2022,05-2022,02-2022,otoño,7,10,9,8,70,ausencia,ausencia,ausencia,ausencia,600,0,230,260,6,0,0,0,82,2,0,,0,0.005,0.001,0.15,10,59,Muy deteriorada
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,04/05/2022,5,2022,05-2022,02-2022,otoño,18,16,7,7,45,ausencia,ausencia,ausencia,ausencia,3500,0,300,160,6,0,0,0,180,2,0,,0,0.005,0.001,0.15,10,55,Muy deteriorada
40,Playa La Bagliardi,Berisso,BS091,04/05/2022,5,2022,05-2022,02-2022,otoño,7,10,0,8,12,ausencia,ausencia,ausencia,ausencia,1400,0,400,1160,6,0,0,0,71,3,0,,0,0.005,0.001,0.15,10,50,Muy deteriorada
28,NAUTICO,Quilmes,QU062,23/02/2022,2,2022,02-2022,01-2022,verano,24,23,10,8,26,ausencia,ausencia,ausencia,ausencia,1000,0,100,10,6,0,0,0,29,,0,,100,0.005,0.001,1,28,48,Muy deteriorada
17,Costa y Melo,Vicente Lopez,VL031,23/02/2022,2,2022,02-2022,01-2022,verano,0,22,0,0,22,ausencia,ausencia,ausencia,ausencia,4200,0,500,240,6,0,0,0,29,2,1,,100,0.005,0.001,0.2,10,47,Muy deteriorada
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,7/11/2018,11,2018,11-2018,04-2018,primavera,21,0,9,8,95,ausencia,ausencia,ausencia,ausencia,4400,0,2600,750,6,0,0,0,48,26,0,,50,0.006,0.002,0.5,35,49,Muy deteriorada
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,7/11/2018,11,2018,11-2018,04-2018,primavera,21,0,9,8,65,ausencia,ausencia,ausencia,ausencia,2400,0,1800,550,6,0,0,0,32,16,0,,50,0.006,0.002,0.5,16,53,Muy deteriorada
40,Berisso - La Municipal,Berisso,BS094,16/05/2018,5,2018,05-2018,02-2018,otoño,11,0,8,8,49,ausencia,,ausencia,ausencia,1000,0,300,10,6,0,1,1,53,10,0,,50,0.006,0.002,0.5,10,58,Deteriorada
17,Costa y Melo,Vicente Lopez,VL031,16/05/2018,5,2018,05-2018,02-2018,otoño,16,0,7,8,46,ausencia,ausencia,ausencia,ausencia,4100,0,3400,100,6,0,0,0,27,7,0,,100,0.006,0.002,0.5,10,51,Extremadamente deteriorada
29,PEJERREY,Quilmes,QU063,06/02/2019,2,2019,02-2019,01-2019,verano,25,6,0,7,66,ausencia,ausencia,ausencia,presencia,400,0,400,10,6,0,0,0,23,10,0,,49,0.006,0.002,0.5,10,74,Deteriorada
1,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,06/02/2019,2,2019,02-2019,01-2019,verano,27,4,0,7,56,ausencia,ausencia,ausencia,ausencia,400,0,140,30,6,0,1,1,59,12,0,,57,0.006,0.002,0.5,10,59,Muy deteriorada
27,CALLE ESPORA,Quilmes,QU061,06/02/2019,2,2019,02-2019,01-2019,verano,24,7,0,7,61,ausencia,ausencia,ausencia,presencia,200,0,200,10,6,0,0,1,37,20,0,,121,0.006,0.002,0.5,10,58,Muy deteriorada
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,06/02/2019,2,2019,02-2019,01-2019,verano,27,0,0,6,55,ausencia,ausencia,ausencia,ausencia,5000,0,4400,50,6,0,0,0,40,26,0,,49,0.006,0.002,0.5,10,46,Muy deteriorada
40,Berisso - La Municipal,Berisso,BS094,15/05/2019,5,2019,05-2019,02-2019,otoño,10,10,0,8,96,ausencia,presencia,ausencia,presencia,1200,0,800,500,6,0,0,0,17,10,0,,50,0.006,0.002,0.5,10,53,Muy deteriorada
31,Berazategui - Puerto Trinidad (BZ 077),Berazategui,BZ077,15/05/2019,5,2019,05-2019,02-2019,otoño,16,10,0,8,45,ausencia,ausencia,ausencia,ausencia,2900,0,2700,650,6,0,0,1,29,20,0,,50,0.006,0.002,0.5,10,49,Muy deteriorada
40,Berisso - La Municipal,Berisso,BS094,15/05/2019,5,2019,05-2019,02-2019,invierno,7,10,0,8,73,ausencia,presencia,ausencia,presencia,4800,0,4400,1150,6,0,0,0,114,16,0,,145,0.006,0.002,0.5,10,41,Extremadamente deteriorada
17,Costa y Melo,Vicente Lopez,VL031,30/10/2019,10,2019,10-2019,04-2019,primavera,21,7,0,8,85,ausencia,ausencia,ausencia,ausencia,81000,0,39000,12200,6,0,0,1,46,24,0,,49,0.006,0.002,0.5,10,40,Extremadamente deteriorada
15,Reserva Barrio El Ceibo,Vicente Lopez,VL033,30/10/2019,10,2019,10-2019,04-2019,primavera,21,8,0,8,53,ausencia,ausencia,ausencia,ausencia,6400,0,3500,700,6,0,0,0,33,8,0,,77,0.006,0.002,0.5,10,48,Muy deteriorada
39,Playa La Bagliardi,Berisso,BS091,06/02/2019,2,2019,02-2019,01-2019,verano,20,8,0,8,46,ausencia,ausencia,presencia,ausencia,11200,0,8400,1900,6,0,0,1,52,4,0,,49,0.006,0.002,0.54,10,43,Extremadamente deteriorada
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,19/02/2020,2,2020,02-2020,01-2020,verano,27,24,8,8,36,ausencia,ausencia,ausencia,ausencia,0,0,2700,,6,0,0,1,0,28,0,,75,0.006,0.002,0,36,39,Extremadamente deteriorada
29,PEJERREY,Quilmes,QU063,19/02/2020,2,2020,02-2020,01-2020,verano,21,25,9,8,70,ausencia,ausencia,ausencia,presencia,0,0,50,,6,0,0,0,0,6,0,,77,0.006,0.002,0,10,81,Levemente deteriorada
33,CAMPING EVA PERON,Ensenada,EN081,19/02/2020,2,2020,02-2020,01-2020,verano,26,20,5,8,70,ausencia,ausencia,ausencia,ausencia,0,0,350,,6,0,0,0,0,10,0,,50,0.006,0.002,0,10,74,Deteriorada
36,PREFECTURA ISLA SANTIAGO,Ensenada,EN084,19/02/2020,2,2020,02-2020,01-2020,verano,26,18,5,8,43,ausencia,ausencia,ausencia,ausencia,0,0,600,,6,0,0,0,0,9,0,,50,0.006,0.002,0,10,70,Deteriorada
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,19/02/2020,2,2020,02-2020,01-2020,verano,27,23,4,7,68,ausencia,ausencia,ausencia,ausencia,0,0,7900,,6,0,0,0,0,8,0,,50,0.006,0.002,0,10,51,Muy deteriorada
18,Parque de los Niños,CABA,CA041,15/08/2018,8,2018,08-2018,03-2018,invierno,12,0,8,8,28,,,,,0,0,0,,6,0,0,0,50,5,0,,,0.02,0.02,0.5,10,79,Muy deteriorada
21,RESERVA ECOLOGICA -PLAYITA,CABA,CA047,15/08/2018,8,2018,08-2018,03-2018,invierno,15,0,9,8,25,,,,,0,0,0,,6,0,0,0,50,5,0,,,0.02,0.02,0.5,10,76,Muy deteriorada
